park_name,System,Implementing agency.x,Unit type,Core park.x,Season,Vehicle visits,season,year,vehicle_visits,yearly_total,park_system,Implementing agency.y,unit_type,Core park.y
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2020,37198,Fall,2020,37198,192358,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2021,34810,Fall,2021,34810,142414,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2018,15500,Spring,2018,15500,84489,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2019,16800,Spring,2019,16800,104595,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2020,59234,Spring,2020,59234,192358,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2021,36941,Spring,2021,36941,142414,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2018,47188,Summer,2018,47188,84489,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2019,55391,Summer,2019,55391,104595,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2020,91386,Summer,2020,91386,192358,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2021,55460,Summer,2021,55460,142414,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2018,4106,Winter,2018,4106,84489,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2019,5901,Winter,2019,5901,104595,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2020,4540,Winter,2020,4540,192358,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2021,15203,Winter,2021,15203,142414,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Rebecca,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2022,2479,Winter,2022,2479,2479,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2018,3426,Fall,2018,3426,15057,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2019,2710,Fall,2019,2710,10860,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2020,5970,Fall,2020,5970,18021,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Fall-2021,3100,Fall,2021,3100,14815,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2018,3210,Spring,2018,3210,15057,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2019,2560,Spring,2019,2560,10860,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2020,3869,Spring,2020,3869,18021,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Spring-2021,3434,Spring,2021,3434,14815,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2018,5348,Summer,2018,5348,15057,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2019,3071,Summer,2019,3071,10860,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2020,4635,Summer,2020,4635,18021,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Summer-2021,3024,Summer,2021,3024,14815,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2018,3073,Winter,2018,3073,15057,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2019,2519,Winter,2019,2519,10860,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2020,3547,Winter,2020,3547,18021,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2021,5257,Winter,2021,5257,14815,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Sarah,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE,Winter-2022,617,Winter,2022,617,617,Metropolitan Regional Park System,Three Rivers Park District,Regional Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2018,4632,Fall,2018,4632,48396,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2019,8063,Fall,2019,8063,52328,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2020,10128,Fall,2020,10128,69074,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2021,5828,Fall,2021,5828,54033,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2018,7890,Spring,2018,7890,48396,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2019,4053,Spring,2019,4053,52328,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2020,6505,Spring,2020,6505,69074,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2021,7247,Spring,2021,7247,54033,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2018,33564,Summer,2018,33564,48396,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2019,36982,Summer,2019,36982,52328,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2020,50366,Summer,2020,50366,69074,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2021,38809,Summer,2021,38809,54033,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2018,2310,Winter,2018,2310,48396,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2019,3230,Winter,2019,3230,52328,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2020,2075,Winter,2020,2075,69074,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2021,2149,Winter,2021,2149,54033,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Shetek,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2022,325,Winter,2022,325,325,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2018,41289,Fall,2018,41289,161624,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2019,19503,Fall,2019,19503,122267,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2020,21186,Fall,2020,21186,96195,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Fall-2021,14789,Fall,2021,14789,89749,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2018,11050,Spring,2018,11050,161624,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2019,15136,Spring,2019,15136,122267,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2020,5280,Spring,2020,5280,96195,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Spring-2021,12071,Spring,2021,12071,89749,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2018,105092,Summer,2018,105092,161624,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2019,77834,Summer,2019,77834,122267,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2020,68237,Summer,2020,68237,96195,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Summer-2021,57287,Summer,2021,57287,89749,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2018,4193,Winter,2018,4193,161624,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2019,9794,Winter,2019,9794,122267,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2020,1492,Winter,2020,1492,96195,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2021,5602,Winter,2021,5602,89749,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Vermilion-Soudan Underground Mine,Department of Natural Resources State Park,DNR,State Park,TRUE,Winter-2022,471,Winter,2022,471,471,Department of Natural Resources State Park,DNR,State Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Fall-2018,2217,Fall,2018,2217,30266,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Fall-2019,3591,Fall,2019,3591,36391,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Fall-2020,4397,Fall,2020,4397,23663,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Fall-2021,6920,Fall,2021,6920,100090,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Spring-2018,3526,Spring,2018,3526,30266,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Spring-2019,3919,Spring,2019,3919,36391,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Spring-2020,3905,Spring,2020,3905,23663,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Spring-2021,40987,Spring,2021,40987,100090,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Summer-2018,16396,Summer,2018,16396,30266,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
Lake Waconia,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE,Summer-2019,23525,Summer,2019,23525,36391,Metropolitan Regional Park System,Carver County Parks and Recreation,Regional Park,TRUE
